Measurement File created on Wed Jan  5 15:33:27 2022

Time,Temperature,TargetPWM
0.4520,102.63,17.00
0.9020,102.80,17.00
1.3580,102.80,17.00
1.8080,102.74,17.00
2.2560,102.69,17.00
2.7050,102.69,17.00
3.1540,102.69,17.00
3.6030,102.74,17.00
4.0530,102.74,17.00
4.5020,102.80,17.00
4.9520,102.69,17.00
5.4020,102.86,17.00
5.8570,102.74,17.00
6.3060,102.69,17.00
6.7550,102.69,17.00
7.2050,102.74,17.00
7.6540,102.74,17.00
8.1030,102.80,17.00
8.5520,102.74,17.00
9.0020,102.80,17.00
9.4520,102.74,17.00
9.9070,102.74,17.00
10.3570,102.74,17.00
10.8060,102.69,17.00
11.2550,102.69,17.00
11.7040,102.74,17.00
12.1530,102.74,17.00
12.6020,102.80,17.00
13.0520,102.74,17.00
13.5020,102.80,17.00
13.9580,102.86,17.00
14.4070,102.74,17.00
14.8560,102.74,17.00
15.3050,102.69,17.00
15.7540,102.69,17.00
16.2040,102.74,17.00
16.6530,102.74,17.00
17.1020,102.80,17.00
17.5520,102.69,17.00
18.0020,102.80,17.00
18.4570,102.86,17.00
18.9060,102.74,17.00
19.3560,102.74,17.00
19.8050,102.74,17.00
20.2540,102.69,17.00
20.7030,102.74,17.00
21.1520,102.74,17.00
21.6020,102.80,17.00
22.0520,102.74,17.00
22.5080,102.74,17.00
22.9570,102.74,17.00
23.4060,102.69,17.00
23.8550,102.63,17.00
24.3040,102.69,17.00
24.7530,102.69,17.00
25.2030,102.74,17.00
25.6520,102.69,17.00
26.1020,102.74,17.00
26.5580,102.80,17.00
27.0070,102.69,17.00
27.4560,102.63,17.00
27.9050,102.69,17.00
28.3550,102.63,17.00
28.8040,102.69,17.00
29.2530,102.63,17.00
29.7020,102.74,17.00
30.1520,102.69,17.00
30.6020,102.80,17.00
31.0570,102.63,17.00
31.5060,102.63,17.00
31.9560,102.63,17.00
32.4050,102.74,17.00
32.8540,102.69,17.00
33.3030,102.69,17.00
33.7520,102.63,17.00
34.2020,102.74,17.00
34.6520,102.69,17.00
35.1080,102.63,17.00
35.5570,102.58,17.00
36.0060,102.69,17.00
36.4550,102.63,17.00
36.9040,102.69,17.00
37.3530,102.63,17.00
37.8030,102.74,17.00
38.2520,102.63,17.00
38.7020,102.69,17.00
39.1520,102.63,17.00
39.6070,102.63,17.00
40.0560,102.58,17.00
40.5050,102.63,17.00
40.9550,102.58,17.00
41.4040,102.69,17.00
41.8530,102.63,17.00
42.3020,102.58,17.00
42.7520,102.52,17.00
43.2020,102.52,17.00
43.6570,102.52,17.00
44.1070,102.58,17.00
44.5560,102.52,17.00
45.0050,102.63,17.00
45.4550,102.58,17.00
45.9030,102.52,17.00
46.3520,102.52,17.00
46.8020,102.46,17.00
47.2520,102.52,17.00
47.7080,102.58,17.00
48.1570,102.52,17.00
48.6060,102.63,17.00
49.0550,102.52,17.00
49.5040,102.52,17.00
49.9540,102.46,17.00
50.4030,102.52,17.00
50.8520,102.52,17.00
51.3020,102.52,17.00
51.7520,102.58,17.00
52.2070,102.63,17.00
52.6560,102.52,17.00
53.1060,102.46,17.00
53.5550,102.52,17.00
54.0040,102.46,17.00
54.4530,102.58,17.00
54.9020,102.52,17.00
55.3520,102.63,17.00
55.8020,102.52,17.00
56.2580,102.52,17.00
56.7070,102.46,17.00
57.1560,102.52,17.00
57.6050,102.52,17.00
58.0540,102.58,17.00
58.5030,102.46,17.00
58.9530,102.63,17.00
59.4020,102.52,17.00
59.8530,102.63,17.00
60.3080,102.46,17.00
60.7570,102.52,17.00
61.2060,102.52,17.00
61.6550,102.63,17.00
62.1040,102.52,17.00
62.5540,102.69,17.00
63.0030,102.52,17.00
63.4520,102.69,17.00
63.9020,102.58,17.00
64.3520,102.58,17.00
64.8080,102.52,17.00
65.2560,102.58,17.00
65.7060,102.52,17.00
66.1550,102.63,17.00
66.6040,102.52,17.00
67.0530,102.58,17.00
67.5020,102.52,17.00
67.9520,102.58,17.00
68.4020,102.46,17.00
68.8580,102.52,17.00
69.3070,102.52,17.00
69.7560,102.58,17.00
70.2050,102.46,17.00
70.6540,102.63,17.00
71.1030,102.52,17.00
71.5540,102.63,17.00
72.0020,102.46,17.00
72.4520,102.46,17.00
72.9020,102.46,17.00
73.3570,102.63,17.00
73.8060,102.52,17.00
74.2550,102.63,17.00
74.7050,102.52,17.00
75.1540,102.58,17.00
75.6030,102.52,17.00
76.0520,102.52,17.00
76.5020,102.46,17.00
76.9520,102.41,17.00
77.4080,102.52,17.00
77.8570,102.58,17.00
78.3060,102.52,17.00
78.7550,102.63,17.00
79.2040,102.52,17.00
79.6530,102.58,17.00
80.1020,102.46,17.00
80.5520,102.41,17.00
81.0020,102.52,17.00
81.4580,102.58,17.00
81.9070,102.52,17.00
82.3560,102.63,17.00
82.8050,102.52,17.00
83.2540,102.58,17.00
83.7030,102.52,17.00
84.1530,102.41,17.00
84.6020,102.52,17.00
85.0520,102.52,17.00
85.5020,102.52,17.00
85.9570,102.58,17.00
86.4060,102.58,17.00
86.8550,102.58,17.00
87.3050,102.46,17.00
87.7540,102.52,17.00
88.2030,102.46,17.00
88.6520,102.52,17.00
89.1020,102.52,17.00
89.5520,102.52,17.00
90.0070,102.58,17.00
90.4570,102.63,17.00
90.9060,102.52,17.00
91.3550,102.52,17.00
91.8040,102.46,17.00
92.2530,102.46,17.00
92.7020,102.52,17.00
93.1520,102.52,17.00
93.6020,102.58,17.00
94.0580,102.63,17.00
94.5070,102.52,17.00
94.9560,102.52,17.00
95.4050,102.46,17.00
95.8540,102.46,17.00
96.3040,102.52,17.00
96.7530,102.52,17.00
97.2020,102.58,17.00
97.6520,102.52,17.00
98.1020,102.63,17.00
98.5570,102.58,17.00
99.0060,102.52,17.00
99.4560,102.46,17.00
99.9050,102.46,17.00
100.3540,102.46,17.00
100.8030,102.58,17.00
101.2520,102.52,17.00
101.7020,102.69,17.00
102.1520,102.52,17.00
102.6070,102.52,17.00
103.0570,102.52,17.00
103.5060,102.46,17.00
103.9550,102.46,17.00
104.4040,102.52,17.00
104.8530,102.52,17.00
105.3030,102.58,17.00
105.7520,102.52,17.00
106.2020,102.58,17.00
106.6580,102.52,17.00
107.1080,102.52,17.00
107.5560,102.52,17.00
108.0050,102.52,17.00
108.4540,102.52,17.00
108.9040,102.58,17.00
109.3530,102.52,17.00
109.8020,102.63,17.00
110.2520,102.58,17.00
110.7020,102.63,17.00
111.1570,102.46,17.00
111.6060,102.52,17.00
112.0560,102.46,17.00
112.5050,102.58,17.00
112.9540,102.52,17.00
113.4030,102.58,17.00
113.8520,102.52,17.00
114.3020,102.63,17.00
114.7520,102.52,17.00
115.2080,102.52,17.00
115.6570,102.46,17.00
116.1060,102.52,17.00
116.5550,102.46,17.00
117.0040,102.58,17.00
117.4530,102.52,17.00
117.9030,102.63,17.00
118.3520,102.58,17.00
118.8020,102.69,17.00
119.2520,102.58,17.00
119.7070,102.58,17.00
120.1560,102.52,17.00
120.6050,102.58,17.00
121.0550,102.52,17.00
121.5040,102.63,17.00
121.9530,102.58,17.00
122.4020,102.69,17.00
122.8520,102.63,17.00
123.3020,102.58,17.00
123.7570,102.52,17.00
124.2070,102.63,17.00
124.6560,102.58,17.00
125.1050,102.63,17.00
125.5540,102.52,17.00
126.0030,102.69,17.00
126.4530,102.63,17.00
126.9020,102.63,17.00
127.3520,102.58,17.00
127.8080,102.58,17.00
128.2570,102.58,17.00
128.7060,102.63,17.00
129.1550,102.52,17.00
129.6040,102.69,17.00
130.0530,102.58,17.00
130.5030,102.69,17.00
130.9520,102.58,17.00
131.4020,102.52,17.00
131.8520,102.58,17.00
132.3070,102.63,17.00
132.7560,102.52,17.00
133.2050,102.69,17.00
133.6550,102.58,17.00
134.1040,102.69,17.00
134.5530,102.63,17.00
135.0020,102.58,17.00
135.4520,102.58,17.00
135.9020,102.52,17.00
136.3570,102.52,17.00
136.8070,102.69,17.00
137.2560,102.58,17.00
137.7050,102.74,17.00
138.1540,102.63,17.00
138.6030,102.63,17.00
139.0540,102.52,17.00
139.5020,102.52,17.00
139.9520,102.63,17.00
140.4080,102.69,17.00
140.8570,102.58,17.00
141.3060,102.69,17.00
141.7550,102.58,17.00
142.2040,102.63,17.00
142.6540,102.58,17.00
143.1030,102.52,17.00
143.5520,102.58,17.00
144.0020,102.52,17.00
144.4520,102.63,17.00
144.9070,102.69,17.00
145.3560,102.58,17.00
145.8070,102.63,17.00
146.2550,102.52,17.00
146.7040,102.52,17.00
147.1530,102.58,17.00
147.6020,102.52,17.00
148.0520,102.58,17.00
148.5020,102.52,17.00
148.9580,102.58,17.00
149.4070,102.69,17.00
149.8560,102.58,17.00
150.3050,102.52,17.00
150.7540,102.52,17.00
151.2030,102.52,17.00
151.6530,102.63,17.00
152.1020,102.58,17.00
152.5520,102.63,17.00
153.0080,102.69,17.00
153.4570,102.58,17.00
153.9060,102.52,17.00
154.3550,102.58,17.00
154.8040,102.52,17.00
155.2540,102.58,17.00
155.7070,102.69,17.00
156.1520,102.69,17.00
156.6020,102.58,17.00
157.0520,102.69,17.00
157.5070,102.58,17.00
157.9560,102.52,17.00
158.4060,102.52,17.00
158.8550,102.63,17.00
159.3040,102.58,17.00
159.7530,102.63,17.00
160.2020,102.52,17.00
160.6520,102.69,17.00
161.1020,102.63,17.00
161.5580,102.52,17.00
162.0070,102.52,17.00
162.4560,102.58,17.00
162.9050,102.52,17.00
163.3540,102.63,17.00
163.8030,102.58,17.00
164.2530,102.69,17.00
164.7030,102.69,17.00
165.1520,102.69,17.00
165.6020,102.63,17.00
166.0570,102.58,17.00
166.5060,102.52,17.00
166.9550,102.58,17.00
