,Time,Temperature,TargetPWM,TempSmoothed,TimeShifted,EndValue,63pctEndValue,TempAllSmoothed,TempMean4,TempMean8
52,23.47,19.88,17.0,19.86021079646728,23.47,103.5,65.205,19.860210773621937,19.86,19.8275
53,23.854,19.88,17.0,19.86786637443694,23.854,103.5,65.205,19.86786635523205,19.869999999999997,19.8325
54,24.302,19.92,17.0,19.875390118519604,24.302,103.5,65.205,19.87539010423653,19.88,19.84875
55,24.753,19.92,17.0,19.882699452685365,24.753,103.5,65.205,19.882699444234028,19.9,19.875
56,25.207,19.88,17.0,19.88972300235984,25.207,103.5,65.205,19.889723000218293,19.9,19.88
57,25.657,19.79,17.0,19.89640688909067,25.657,103.5,65.205,19.896406893283498,19.877499999999998,19.87375
58,26.106,19.92,17.0,19.902719576588108,26.106,103.5,65.205,19.902719586705583,19.877499999999998,19.878749999999997
59,26.555,19.88,17.0,19.90865491090271,26.555,103.5,65.205,19.908654926158544,19.8675,19.88375
60,27.004,19.96,17.0,19.914233152309976,27.004,103.5,65.205,19.91423317163094,19.887500000000003,19.89375
61,27.453,19.88,17.0,19.91949995845012,27.453,103.5,65.205,19.919499980586625,19.91,19.89375
62,27.904,19.96,17.0,19.924523434885117,27.904,103.5,65.205,19.924523458529222,19.92,19.89875
63,28.352,19.96,17.0,19.929389509655365,28.352,103.5,65.205,19.929389533552083,19.94,19.903750000000002
64,28.803,19.92,17.0,19.9341960040644,28.803,103.5,65.205,19.934196027103834,19.93,19.90875
65,29.259,19.92,17.0,19.939045856703583,29.259,103.5,65.205,19.93904587798505,19.94,19.925
66,29.707,19.96,17.0,19.944040008043576,29.707,103.5,65.205,19.94404002690752,19.94,19.93
67,30.156,19.88,17.0,19.94927046745478,30.156,103.5,65.205,19.949270483483232,19.92,19.93
68,30.675,20.0,17.0,19.954814063976574,30.675,103.5,65.205,19.954814076967285,19.94,19.935
69,31.055,19.96,17.0,19.960727328943648,31.055,103.5,65.205,19.960727338866178,19.950000000000003,19.945
70,31.504,20.0,17.0,19.967042876535174,31.504,103.5,65.205,19.96704288347877,19.96,19.950000000000003
71,31.953,20.0,17.0,19.973767542490535,31.953,103.5,65.205,19.973767546613615,19.990000000000002,19.955000000000002
72,32.402,19.96,17.0,19.980882417742503,32.402,103.5,65.205,19.980882419232085,19.98,19.96
73,32.87,20.0,17.0,19.98834477960073,32.87,103.5,65.205,19.98834477864721,19.990000000000002,19.970000000000002
74,33.303,19.96,17.0,19.99609178623084,33.303,103.5,65.205,19.996091783019754,19.98,19.97
75,33.758,19.96,17.0,20.00404566900137,33.758,103.5,65.205,20.004045663720078,19.97,19.98
76,34.207,20.04,17.0,20.012120040633214,34.207,103.5,65.205,20.012120033487854,19.990000000000002,19.985
77,34.656,20.0,17.0,20.02022684371183,34.656,103.5,65.205,20.020226834948904,19.990000000000002,19.990000000000002
78,35.105,20.09,17.0,20.028283402072354,35.105,103.5,65.205,20.028283391999274,20.0225,20.00125
79,35.554,20.04,17.0,20.0362190135399,35.554,103.5,65.205,20.03621900253976,20.042499999999997,20.006249999999998
80,36.004,20.04,17.0,20.04398054108673,36.004,103.5,65.205,20.04398052962397,20.0425,20.01625
81,36.453,20.04,17.0,20.051536522400298,36.453,103.5,65.205,20.051536511015215,20.0525,20.021250000000002
82,36.902,20.0,17.0,20.058879423455114,36.902,103.5,65.205,20.05887941274641,20.03,20.02625
83,37.352,20.09,17.0,20.066025804472854,37.352,103.5,65.205,20.06602579506865,20.0425,20.042499999999997
84,37.802,20.04,17.0,20.073014337348752,37.802,103.5,65.205,20.07301432986796,20.042499999999997,20.042499999999997
85,38.257,20.09,17.0,20.079901799479625,38.257,103.5,65.205,20.079901794486897,20.055,20.05375
86,38.706,20.13,17.0,20.086757354551413,38.706,103.5,65.205,20.086757352510052,20.0875,20.05875
87,39.157,20.13,17.0,20.093655599357536,39.157,103.5,65.205,20.09365560058558,20.097499999999997,20.07
88,39.605,20.13,17.0,20.100668990281402,39.605,103.5,65.205,20.10066899491647,20.119999999999997,20.081249999999997
89,40.054,20.13,17.0,20.10786034857809,40.054,103.5,65.205,20.107860356556177,20.13,20.0925
90,40.503,20.0,17.0,20.115276168381865,40.503,103.5,65.205,20.11527617943393,20.0975,20.092499999999998
91,40.952,20.17,17.0,20.12294140880731,40.952,103.5,65.205,20.122941422474998,20.1075,20.1025
92,41.402,20.09,17.0,20.13085634113879,41.402,103.5,65.205,20.130856356807765,20.0975,20.10875
93,41.852,20.17,17.0,20.13899585023481,41.852,103.5,65.205,20.138995867181738,20.1075,20.11875
94,42.308,20.13,17.0,20.14731136891984,42.308,103.5,65.205,20.147311386367388,20.14,20.11875
95,42.761,20.13,17.0,20.155735374149977,42.761,103.5,65.205,20.155735391323994,20.13,20.118750000000002
96,43.209,20.21,17.0,20.16418811725413,43.209,103.5,65.205,20.164188133437793,20.159999999999997,20.12875
97,43.655,20.17,17.0,20.172586022823722,43.655,103.5,65.205,20.172586037404457,20.16,20.13375
98,44.104,20.13,17.0,20.180850996684633,44.104,103.5,65.205,20.180851009190754,20.16,20.15
99,44.554,20.21,17.0,20.18891975459318,44.554,103.5,65.205,20.188919764718356,20.18,20.155
100,45.003,20.17,17.0,20.19675223606582,45.003,103.5,65.205,20.19675224368045,20.17,20.165
101,45.452,20.25,17.0,20.20433821075436,45.452,103.5,65.205,20.204338215903608,20.19,20.175
102,45.902,20.21,17.0,20.211701317880248,45.902,103.5,65.205,20.211701320769087,20.21,20.185000000000002
103,46.387,20.25,17.0,20.218899993127657,46.387,103.5,65.205,20.21889999409391,20.22,20.2
104,46.853,20.25,17.0,20.226025014169345,46.853,103.5,65.205,20.226025013646755,20.240000000000002,20.205000000000002
105,47.266,20.21,17.0,20.233193710725573,47.266,103.5,65.205,20.233193709200123,20.23,20.21
106,47.706,20.21,17.0,20.24054120809735,47.706,103.5,65.205,20.240541206060993,20.23,20.22
107,48.155,20.25,17.0,20.24820937303268,48.155,103.5,65.205,20.248209370939165,20.23,20.225
108,48.604,20.25,17.0,20.25633437750493,48.604,103.5,65.205,20.2563343757321,20.23,20.235
109,49.053,20.29,17.0,20.26503396388528,49.053,103.5,65.205,20.26503396270703,20.25,20.240000000000002
110,49.503,20.25,17.0,20.274395565593366,49.503,103.5,65.205,20.27439556516312,20.259999999999998,20.244999999999997
111,49.953,20.29,17.0,20.284466401259163,49.953,103.5,65.205,20.284466401605027,20.27,20.25
112,50.403,20.34,17.0,20.295246518584182,50.403,103.5,65.205,20.295246519614754,20.2925,20.261249999999997
