Measurement File created on Wed Jan  5 12:26:59 2022

Time,Temperature,TargetPWM
0.4540,49.72,17.00
0.9020,49.67,17.00
1.3520,49.67,17.00
1.8070,49.67,17.00
2.2560,49.72,17.00
2.7060,49.67,17.00
3.1550,49.81,17.00
3.6020,49.72,17.00
4.0530,49.81,17.00
4.5020,49.77,17.00
4.9520,49.77,17.00
5.4020,49.77,17.00
5.8570,49.77,17.00
6.3070,49.72,17.00
6.7560,49.81,17.00
7.2050,49.77,17.00
7.6540,49.81,17.00
8.1030,49.77,17.00
8.5520,49.81,17.00
9.0030,49.77,17.00
9.4520,49.81,17.00
9.9080,49.67,17.00
10.3570,49.77,17.00
10.8060,49.67,17.00
11.2550,49.81,17.00
11.7040,49.77,17.00
12.1540,49.81,17.00
12.6030,49.77,17.00
13.0520,49.81,17.00
13.5020,49.81,17.00
13.9520,49.86,17.00
14.4070,49.77,17.00
14.8560,49.77,17.00
15.3060,49.72,17.00
15.7550,49.81,17.00
16.2040,49.77,17.00
16.6530,49.86,17.00
17.1020,49.77,17.00
17.5520,49.86,17.00
18.0020,49.81,17.00
18.4580,49.81,17.00
18.9070,49.77,17.00
19.3560,49.81,17.00
19.8050,49.77,17.00
20.2540,49.86,17.00
20.7030,49.81,17.00
21.1530,49.86,17.00
21.6020,49.81,17.00
22.0520,49.91,17.00
22.5080,49.86,17.00
22.9570,49.86,17.00
23.4060,49.81,17.00
23.8550,49.81,17.00
24.3050,49.77,17.00
24.7540,49.86,17.00
25.2040,49.81,17.00
25.6520,49.91,17.00
26.1020,49.81,17.00
26.5520,49.91,17.00
27.0070,49.91,17.00
27.4570,49.86,17.00
27.9060,49.86,17.00
28.3560,49.86,17.00
28.8040,49.81,17.00
29.2530,49.91,17.00
29.7020,49.86,17.00
30.1520,49.91,17.00
30.6020,49.86,17.00
31.0580,49.91,17.00
31.5070,49.91,17.00
31.9560,49.91,17.00
32.4050,49.86,17.00
32.8540,49.91,17.00
33.3040,49.86,17.00
