Measurement File created on Wed Jan  5 14:41:45 2022

Time,Temperature,TargetPWM
0.5050,100.79,17.00
0.9060,100.73,17.00
1.3550,100.73,17.00
1.8040,100.84,17.00
2.2530,100.73,17.00
2.7020,100.84,17.00
3.1520,100.79,17.00
3.6020,100.90,17.00
4.0580,100.79,17.00
4.5070,100.79,17.00
4.9560,100.79,17.00
5.4050,100.84,17.00
5.8540,100.79,17.00
6.3040,100.90,17.00
6.7530,100.84,17.00
7.2030,100.95,17.00
7.6530,100.84,17.00
8.1080,100.84,17.00
8.5570,100.84,17.00
9.0060,100.90,17.00
9.4560,100.84,17.00
9.9050,100.90,17.00
10.3540,100.79,17.00
10.8030,100.95,17.00
11.2520,100.84,17.00
11.7020,100.79,17.00
12.1520,100.84,17.00
12.6070,100.90,17.00
13.0570,100.84,17.00
13.5060,100.95,17.00
13.9550,100.84,17.00
14.4040,100.90,17.00
14.8530,100.84,17.00
15.3020,100.79,17.00
15.7520,100.84,17.00
16.2020,100.79,17.00
16.6580,100.84,17.00
17.1070,100.95,17.00
17.5560,100.90,17.00
18.0050,100.90,17.00
18.4540,100.79,17.00
18.9040,100.79,17.00
19.3530,100.84,17.00
19.8020,100.79,17.00
20.2520,100.90,17.00
20.7020,100.84,17.00
21.1570,100.90,17.00
21.6060,100.90,17.00
22.0560,100.84,17.00
22.5050,100.79,17.00
22.9540,100.84,17.00
23.4030,100.84,17.00
23.8530,100.90,17.00
24.3020,100.84,17.00
24.7520,100.90,17.00
25.2080,100.95,17.00
25.6570,100.84,17.00
26.1060,100.79,17.00
26.5550,100.84,17.00
27.0040,100.79,17.00
27.4530,100.84,17.00
27.9030,100.79,17.00
28.3520,100.84,17.00
28.8020,100.79,17.00
29.2580,100.79,17.00
29.7070,100.73,17.00
30.1560,100.79,17.00
30.6050,100.73,17.00
31.0550,100.79,17.00
31.5040,100.73,17.00
31.9530,100.84,17.00
32.4020,100.84,17.00
32.8520,100.79,17.00
33.3020,100.73,17.00
33.7570,100.73,17.00
34.2070,100.73,17.00
34.6560,100.79,17.00
35.1050,100.79,17.00
35.5540,100.90,17.00
36.0030,100.73,17.00
36.4520,100.79,17.00
36.9020,100.73,17.00
37.3520,100.68,17.00
37.8080,100.73,17.00
38.2570,100.79,17.00
38.7060,100.73,17.00
39.1550,100.90,17.00
39.6040,100.79,17.00
40.0540,100.79,17.00
40.5030,100.68,17.00
40.9520,100.62,17.00
41.4020,100.73,17.00
41.8580,100.79,17.00
42.3070,100.73,17.00
42.7570,100.90,17.00
43.2060,100.79,17.00
43.6550,100.73,17.00
44.1040,100.68,17.00
44.5530,100.68,17.00
45.0020,100.73,17.00
45.4520,100.73,17.00
45.9030,100.79,17.00
46.3570,100.84,17.00
46.8070,100.73,17.00
47.2560,100.73,17.00
47.7050,100.68,17.00
48.1540,100.68,17.00
48.6030,100.73,17.00
49.0520,100.73,17.00
49.5020,100.73,17.00
49.9520,100.73,17.00
50.4080,100.79,17.00
50.8570,100.73,17.00
51.3060,100.68,17.00
51.8090,100.62,17.00
52.2040,100.73,17.00
52.6540,100.73,17.00
53.1030,100.79,17.00
53.5520,100.73,17.00
54.0020,100.79,17.00
54.4580,100.79,17.00
54.9070,100.73,17.00
55.3560,100.73,17.00
55.8060,100.68,17.00
56.2550,100.68,17.00
56.7040,100.73,17.00
57.1530,100.73,17.00
57.6020,100.79,17.00
58.0520,100.73,17.00
58.5020,100.79,17.00
58.9580,100.73,17.00
59.4070,100.68,17.00
59.8560,100.62,17.00
60.3050,100.73,17.00
60.7540,100.68,17.00
61.2030,100.73,17.00
61.6530,100.68,17.00
62.1030,100.79,17.00
62.5530,100.68,17.00
63.0080,100.73,17.00
63.4570,100.68,17.00
63.9060,100.62,17.00
64.3560,100.62,17.00
64.8050,100.68,17.00
65.2540,100.68,17.00
65.7030,100.73,17.00
66.1520,100.68,17.00
66.6020,100.79,17.00
67.0520,100.68,17.00
67.5070,100.68,17.00
67.9560,100.68,17.00
68.4060,100.68,17.00
68.8550,100.68,17.00
69.3040,100.68,17.00
69.7530,100.68,17.00
70.2020,100.79,17.00
70.6520,100.73,17.00
71.1020,100.79,17.00
71.5580,100.79,17.00
72.0070,100.68,17.00
72.4560,100.68,17.00
72.9050,100.68,17.00
73.3540,100.62,17.00
73.8030,100.73,17.00
74.2530,100.68,17.00
74.7020,100.79,17.00
75.1530,100.73,17.00
75.6080,100.73,17.00
76.1120,100.68,17.00
76.5060,100.68,17.00
76.9550,100.68,17.00
77.4050,100.73,17.00
77.8540,100.73,17.00
78.3030,100.79,17.00
78.7530,100.73,17.00
79.2030,100.79,17.00
79.6520,100.79,17.00
80.1070,100.68,17.00
80.5570,100.68,17.00
81.0060,100.79,17.00
81.4560,100.73,17.00
81.9040,100.79,17.00
82.3530,100.73,17.00
82.8020,100.84,17.00
83.2520,100.79,17.00
83.7020,100.84,17.00
84.1580,100.68,17.00
84.6070,100.73,17.00
85.0560,100.73,17.00
85.5050,100.79,17.00
85.9540,100.73,17.00
86.4040,100.84,17.00
86.8530,100.79,17.00
87.3020,100.90,17.00
87.7520,100.73,17.00
88.2080,100.73,17.00
88.6570,100.79,17.00
89.1060,100.79,17.00
89.5550,100.73,17.00
90.0050,100.84,17.00
90.4540,100.79,17.00
90.9030,100.90,17.00
91.3530,100.79,17.00
91.8030,100.79,17.00
92.2520,100.79,17.00
92.7070,100.84,17.00
93.1570,100.73,17.00
93.6060,100.84,17.00
94.0560,100.79,17.00
94.5040,100.90,17.00
94.9530,100.84,17.00
95.4020,100.84,17.00
95.8520,100.79,17.00
96.3030,100.79,17.00
96.7580,100.73,17.00
97.2070,100.90,17.00
97.6560,100.84,17.00
98.1050,100.95,17.00
98.5540,100.84,17.00
99.0040,100.90,17.00
99.4530,100.84,17.00
99.9020,100.79,17.00
100.3520,100.84,17.00
100.8090,100.90,17.00
101.2570,100.84,17.00
101.7060,100.95,17.00
102.1560,100.84,17.00
102.6050,100.95,17.00
103.0540,100.90,17.00
103.5030,100.90,17.00
103.9520,100.84,17.00
104.4030,100.79,17.00
104.8530,100.84,17.00
105.3080,100.95,17.00
105.7570,100.84,17.00
106.2060,100.95,17.00
106.6550,100.90,17.00
107.1040,100.95,17.00
107.5530,100.90,17.00
108.0030,100.84,17.00
108.4520,100.84,17.00
108.9030,100.84,17.00
109.3580,100.84,17.00
109.8070,101.01,17.00
110.2560,100.90,17.00
110.7050,101.01,17.00
111.2100,100.90,17.00
111.6040,100.95,17.00
112.0530,100.84,17.00
112.5020,100.84,17.00
113.0530,100.90,17.00
113.4090,100.95,17.00
113.8570,100.90,17.00
114.3060,101.01,17.00
114.7560,100.90,17.00
115.2050,101.01,17.00
115.6540,100.90,17.00
116.1030,100.90,17.00
116.5530,100.95,17.00
117.0030,100.84,17.00
117.4530,100.95,17.00
117.9080,100.95,17.00
118.3570,100.90,17.00
118.8060,101.01,17.00
119.2550,100.95,17.00
119.7040,100.95,17.00
120.1530,100.84,17.00
120.6030,100.84,17.00
121.0520,100.90,17.00
121.5030,100.90,17.00
121.9580,100.90,17.00
122.4070,101.07,17.00
122.8560,100.95,17.00
123.3050,100.95,17.00
123.7540,100.90,17.00
124.2040,100.84,17.00
124.6530,100.95,17.00
125.1020,100.90,17.00
125.5530,100.95,17.00
126.0030,100.90,17.00
126.4570,100.95,17.00
126.9060,100.90,17.00
127.3560,100.90,17.00
127.8050,100.84,17.00
128.2550,100.95,17.00
128.7030,100.90,17.00
129.1520,100.95,17.00
129.6020,100.95,17.00
130.0530,101.07,17.00
130.5080,100.95,17.00
130.9570,100.90,17.00
131.4060,100.90,17.00
131.8550,100.95,17.00
132.3040,100.90,17.00
132.7530,101.01,17.00
133.2030,100.90,17.00
133.6530,101.01,17.00
134.1030,100.95,17.00
134.5580,100.90,17.00
135.0070,100.90,17.00
135.4560,100.95,17.00
135.9050,100.95,17.00
136.3550,101.01,17.00
136.8040,100.95,17.00
137.2530,101.01,17.00
137.7030,100.95,17.00
138.1520,101.07,17.00
138.6020,101.01,17.00
139.0570,100.95,17.00
139.5060,100.95,17.00
139.9560,101.01,17.00
140.4060,100.95,17.00
140.8540,101.07,17.00
141.3030,100.95,17.00
141.7520,101.07,17.00
142.2020,101.01,17.00
142.6520,101.01,17.00
143.1080,100.90,17.00
143.5570,101.01,17.00
144.0060,100.95,17.00
144.4550,101.01,17.00
144.9040,100.95,17.00
145.3540,101.12,17.00
145.8030,101.01,17.00
146.2530,101.01,17.00
146.7030,100.90,17.00
147.1580,101.07,17.00
147.6080,100.95,17.00
148.0560,101.07,17.00
148.5050,101.01,17.00
148.9550,101.12,17.00
149.4050,101.07,17.00
149.8530,101.07,17.00
150.3030,100.95,17.00
150.7530,100.90,17.00
151.2030,101.01,17.00
151.6570,101.07,17.00
152.1070,101.01,17.00
152.5570,101.12,17.00
153.0060,101.01,17.00
153.4540,101.01,17.00
153.9030,100.95,17.00
154.3530,100.95,17.00
154.8020,101.01,17.00
155.2530,101.01,17.00
155.7080,101.01,17.00
156.1570,101.07,17.00
156.6060,101.01,17.00
157.0550,100.95,17.00
157.5040,100.95,17.00
157.9540,100.95,17.00
158.4030,101.07,17.00
158.8520,100.95,17.00
159.3030,101.07,17.00
159.7580,100.95,17.00
160.2070,100.95,17.00
160.6560,100.95,17.00
161.1050,101.01,17.00
161.5550,100.95,17.00
162.0040,101.07,17.00
162.4530,101.01,17.00
162.9030,101.12,17.00
163.3520,101.01,17.00
163.8030,101.07,17.00
164.2570,101.01,17.00
164.7080,101.07,17.00
165.1560,100.95,17.00
165.6050,101.07,17.00
166.0540,101.07,17.00
166.5030,101.12,17.00
166.9530,101.07,17.00
167.4030,101.01,17.00
167.8530,101.01,17.00
168.3080,101.12,17.00
168.7570,101.01,17.00
169.2060,101.12,17.00
169.6550,101.12,17.00
170.1040,101.07,17.00
170.5540,101.07,17.00
171.0030,101.01,17.00
171.4520,101.01,17.00
171.9030,101.01,17.00
172.3580,101.01,17.00
172.8070,101.18,17.00
173.2530,101.18,17.00
173.7050,101.07,17.00
174.1550,100.95,17.00
174.6040,100.95,17.00
175.0530,101.01,17.00
175.5030,100.95,17.00
175.9530,101.12,17.00
176.4030,101.07,17.00
176.8570,101.07,17.00
177.3080,101.07,17.00
177.7560,101.01,17.00
178.2050,100.95,17.00
178.6540,101.07,17.00
179.1030,101.01,17.00
179.5530,101.07,17.00
180.0030,101.01,17.00
180.4530,101.12,17.00
180.9080,101.01,17.00
181.3570,101.01,17.00
181.8060,100.95,17.00
182.2590,101.12,17.00
182.7040,101.07,17.00
183.1540,101.12,17.00
183.6030,101.07,17.00
184.0520,101.12,17.00
184.5030,101.07,17.00
184.9580,101.01,17.00
185.4080,101.01,17.00
185.8560,101.07,17.00
186.3050,101.01,17.00
186.7550,101.18,17.00
187.2040,101.07,17.00
187.6530,101.18,17.00
188.1030,101.07,17.00
188.5530,101.01,17.00
189.0030,101.01,17.00
189.4570,101.12,17.00
189.9070,101.07,17.00
