Measurement File created on Wed Jan  5 11:59:40 2022

Time,Temperature,TargetPWM
0.4570,19.50,17.00
0.9050,19.42,17.00
1.3540,19.46,17.00
1.8030,19.46,17.00
2.2520,19.42,17.00
2.7020,19.42,17.00
3.1520,19.54,17.00
3.6080,19.59,17.00
4.0570,19.50,17.00
4.5060,19.59,17.00
4.9550,19.50,17.00
5.4040,19.59,17.00
5.8540,19.59,17.00
6.3030,19.54,17.00
6.7530,19.59,17.00
7.2020,19.54,17.00
7.6520,19.59,17.00
8.1070,19.63,17.00
8.5560,19.50,17.00
9.0060,19.67,17.00
9.4550,19.63,17.00
9.9040,19.67,17.00
10.3530,19.59,17.00
10.8030,19.71,17.00
11.2520,19.67,17.00
11.7020,19.67,17.00
12.1580,19.63,17.00
12.6070,19.71,17.00
13.0570,19.63,17.00
13.5050,19.71,17.00
14.0710,19.67,17.00
14.4040,19.75,17.00
14.8530,19.71,17.00
15.3020,19.79,17.00
15.7520,19.75,17.00
16.2030,19.75,17.00
16.6570,19.71,17.00
17.1070,19.75,17.00
17.5560,19.75,17.00
18.0050,19.79,17.00
18.5690,19.75,17.00
18.9030,19.84,17.00
19.3530,19.79,17.00
19.8020,19.84,17.00
20.2520,19.84,17.00
20.8240,19.79,17.00
21.1580,19.71,17.00
21.6070,19.84,17.00
22.0550,19.84,17.00
22.5740,19.88,17.00
22.9540,19.84,17.00
23.4700,19.88,17.00
23.8540,19.88,17.00
24.3020,19.92,17.00
24.7530,19.92,17.00
25.2070,19.88,17.00
25.6570,19.79,17.00
26.1060,19.92,17.00
26.5550,19.88,17.00
27.0040,19.96,17.00
27.4530,19.88,17.00
27.9040,19.96,17.00
28.3520,19.96,17.00
28.8030,19.92,17.00
29.2590,19.92,17.00
29.7070,19.96,17.00
30.1560,19.88,17.00
30.6750,20.00,17.00
31.0550,19.96,17.00
31.5040,20.00,17.00
31.9530,20.00,17.00
32.4020,19.96,17.00
32.8700,20.00,17.00
33.3030,19.96,17.00
33.7580,19.96,17.00
34.2070,20.04,17.00
34.6560,20.00,17.00
35.1050,20.09,17.00
35.5540,20.04,17.00
36.0040,20.04,17.00
36.4530,20.04,17.00
36.9020,20.00,17.00
37.3520,20.09,17.00
37.8020,20.04,17.00
38.2570,20.09,17.00
38.7060,20.13,17.00
39.1570,20.13,17.00
39.6050,20.13,17.00
40.0540,20.13,17.00
40.5030,20.00,17.00
40.9520,20.17,17.00
41.4020,20.09,17.00
41.8520,20.17,17.00
42.3080,20.13,17.00
42.7610,20.13,17.00
43.2090,20.21,17.00
43.6550,20.17,17.00
44.1040,20.13,17.00
44.5540,20.21,17.00
45.0030,20.17,17.00
45.4520,20.25,17.00
45.9020,20.21,17.00
46.3870,20.25,17.00
46.8530,20.25,17.00
47.2660,20.21,17.00
47.7060,20.21,17.00
48.1550,20.25,17.00
48.6040,20.25,17.00
49.0530,20.29,17.00
49.5030,20.25,17.00
49.9530,20.29,17.00
50.4030,20.34,17.00
50.8580,20.29,17.00
51.3070,20.21,17.00
51.7560,20.38,17.00
52.2050,20.34,17.00
52.6550,20.38,17.00
53.1040,20.38,17.00
53.5530,20.42,17.00
54.0020,20.42,17.00
54.4530,20.34,17.00
54.9020,20.38,17.00
55.3570,20.46,17.00
55.8070,20.38,17.00
56.2560,20.46,17.00
56.7750,20.46,17.00
57.1540,20.50,17.00
57.6030,20.46,17.00
58.0530,20.46,17.00
58.5020,20.46,17.00
58.9520,20.42,17.00
59.4080,20.50,17.00
59.8600,20.50,17.00
60.3060,20.42,17.00
60.7560,20.59,17.00
61.2050,20.54,17.00
61.6540,20.54,17.00
62.1030,20.54,17.00
62.5520,20.50,17.00
63.0350,20.59,17.00
63.4520,20.50,17.00
63.9080,20.59,17.00
64.3570,20.67,17.00
64.8060,20.67,17.00
65.2550,20.63,17.00
65.7040,20.63,17.00
66.1540,20.59,17.00
66.6040,20.67,17.00
67.0520,20.63,17.00
67.5020,20.71,17.00
67.9520,20.67,17.00
68.4070,20.75,17.00
68.8560,20.71,17.00
69.3030,20.71,17.00
69.7550,20.67,17.00
70.2040,20.75,17.00
70.6530,20.71,17.00
71.1020,20.80,17.00
71.5520,20.75,17.00
72.0020,20.84,17.00
72.4580,20.80,17.00
72.9150,20.80,17.00
73.3560,20.80,17.00
73.8050,20.80,17.00
74.2540,20.75,17.00
74.7040,20.84,17.00
75.1530,20.84,17.00
75.6020,20.92,17.00
76.0520,20.84,17.00
76.5020,20.92,17.00
76.9570,20.80,17.00
77.4070,20.92,17.00
77.8560,20.88,17.00
78.3140,20.84,17.00
78.7540,20.92,17.00
79.2030,21.00,17.00
79.6530,21.00,17.00
80.1020,21.05,17.00
80.5520,21.00,17.00
81.0080,21.00,17.00
81.4570,20.92,17.00
81.9060,21.05,17.00
82.3560,21.00,17.00
82.8060,21.09,17.00
83.2540,21.00,17.00
83.7040,21.13,17.00
84.1520,21.13,17.00
84.6020,21.13,17.00
85.0520,21.05,17.00
85.5730,21.13,17.00
86.0270,21.09,17.00
86.4060,21.17,17.00
86.8550,21.13,17.00
87.3040,21.21,17.00
87.7530,21.13,17.00
88.2030,21.21,17.00
88.6520,21.21,17.00
89.1020,21.13,17.00
89.5580,21.17,17.00
90.0070,21.26,17.00
90.4560,21.17,17.00
90.9050,21.30,17.00
91.3550,21.26,17.00
91.8040,21.30,17.00
92.2530,21.30,17.00
92.7020,21.30,17.00
93.1520,21.30,17.00
93.6030,21.30,17.00
94.0580,21.30,17.00
94.5070,21.42,17.00
94.9560,21.34,17.00
95.4050,21.42,17.00
95.8540,21.38,17.00
96.3040,21.38,17.00
96.7530,21.42,17.00
97.2020,21.38,17.00
97.6520,21.47,17.00
98.1020,21.42,17.00
98.5570,21.42,17.00
99.0060,21.55,17.00
99.4560,21.47,17.00
99.9050,21.51,17.00
100.3540,21.47,17.00
100.8040,21.47,17.00
101.2520,21.51,17.00
101.7030,21.55,17.00
102.1530,21.55,17.00
102.6080,21.63,17.00
103.0580,21.59,17.00
103.5060,21.55,17.00
103.9550,21.59,17.00
104.4040,21.55,17.00
104.8540,21.63,17.00
105.3030,21.63,17.00
105.7530,21.72,17.00
106.2020,21.67,17.00
106.6520,21.72,17.00
107.1070,21.59,17.00
107.5560,21.72,17.00
108.0060,21.67,17.00
108.4550,21.67,17.00
108.9040,21.72,17.00
109.3530,21.80,17.00
109.8020,21.76,17.00
110.2520,21.84,17.00
110.7020,21.80,17.00
111.1580,21.80,17.00
111.6070,21.80,17.00
112.0560,21.84,17.00
112.5050,21.84,17.00
112.9550,21.93,17.00
113.4050,21.89,17.00
113.8530,21.89,17.00
