Measurement File created on Wed Jan  5 12:53:06 2022

Time,Temperature,TargetPWM
0.4990,69.68,17.00
0.9080,69.73,17.00
1.3570,69.83,17.00
1.8060,69.73,17.00
2.2560,69.83,17.00
2.7050,69.78,17.00
3.1540,69.89,17.00
3.6030,69.83,17.00
4.0530,69.89,17.00
4.5020,69.83,17.00
4.9520,69.83,17.00
5.4070,69.73,17.00
5.8570,69.89,17.00
6.3060,69.78,17.00
6.7550,69.89,17.00
7.2040,69.83,17.00
7.6530,69.89,17.00
8.1020,69.83,17.00
8.5520,69.94,17.00
9.0020,69.83,17.00
9.4580,69.94,17.00
9.9070,69.94,17.00
10.3560,69.89,17.00
10.8050,69.89,17.00
11.2540,69.89,17.00
11.7030,69.89,17.00
12.1530,69.94,17.00
12.6030,69.89,17.00
13.0520,69.94,17.00
13.5080,69.99,17.00
13.9570,69.94,17.00
14.4060,69.99,17.00
14.8560,69.94,17.00
15.3050,70.04,17.00
15.7540,69.99,17.00
16.2030,69.99,17.00
16.6520,69.99,17.00
17.1030,69.94,17.00
17.5520,69.94,17.00
18.0070,69.99,17.00
18.4570,69.94,17.00
18.9060,70.04,17.00
19.3560,69.94,17.00
19.8040,70.04,17.00
20.2530,69.99,17.00
20.7020,70.04,17.00
21.1520,69.99,17.00
21.6020,70.04,17.00
22.0580,69.94,17.00
22.5070,69.99,17.00
22.9560,69.94,17.00
23.4050,69.99,17.00
23.8540,69.94,17.00
24.3030,70.04,17.00
24.7530,69.94,17.00
25.2020,70.04,17.00
25.6520,69.99,17.00
26.1080,70.04,17.00
26.5570,70.09,17.00
27.0060,70.04,17.00
27.4550,70.04,17.00
27.9050,69.99,17.00
28.3540,69.94,17.00
28.8030,69.94,17.00
29.2520,69.94,17.00
29.7030,69.99,17.00
30.1520,69.94,17.00
30.6070,69.99,17.00
31.0560,70.04,17.00
31.5060,69.99,17.00
31.9550,70.09,17.00
32.4040,70.04,17.00
32.8530,70.09,17.00
33.3020,70.04,17.00
33.7520,70.04,17.00
34.2020,70.04,17.00
34.6580,70.04,17.00
35.1070,69.99,17.00
35.5560,70.09,17.00
36.0050,69.99,17.00
36.4540,70.09,17.00
36.9030,70.04,17.00
37.3520,70.09,17.00
37.8020,70.04,17.00
38.2520,70.14,17.00
38.7080,70.04,17.00
39.1570,70.04,17.00
39.6070,69.99,17.00
40.0550,70.04,17.00
40.5040,69.99,17.00
40.9540,70.09,17.00
41.4030,70.04,17.00
41.8520,70.09,17.00
42.3030,70.04,17.00
42.7580,70.04,17.00
43.2070,70.14,17.00
43.6560,70.09,17.00
44.1050,70.19,17.00
44.5550,70.14,17.00
45.0040,70.09,17.00
45.4530,70.09,17.00
45.9030,70.04,17.00
46.3530,70.09,17.00
46.8020,70.04,17.00
47.2570,70.09,17.00
47.7070,70.14,17.00
48.1560,70.09,17.00
48.6050,70.14,17.00
49.0540,70.14,17.00
49.5030,70.19,17.00
49.9520,70.14,17.00
50.4020,70.19,17.00
50.8520,70.14,17.00
51.3080,70.09,17.00
51.7570,70.09,17.00
52.2060,70.19,17.00
52.6550,70.09,17.00
